"abn","geo-address","Health Board","hospital-name","hospital-type","phone-num-switch","related-hospital-expanded","related-hosp-peer-group","related-logo","related-job-lead","remoteness","state","stripe-ID","Creation Date","Modified Date","Slug","Creator","unique id"
"","2 Hastings Rd, Frankston VIC 3199","","Frankston Hospital","Public","","1693732695759x151646646766803400","1676964822585x839576983275709800","","","","VIC","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267529x862311604355307100"
"","Loganlea Rd, Meadowbrook QLD 4131","","Logan Hospital","Public","","1693732694590x586057288960254500","1676964822585x839576983275709800","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267530x397804692083203260"
"","Haydown Rd, Elizabeth Vale SA 5112","","Lyell McEwin Hospital","Public","","1693732694769x223235118347875360","1676964822585x839576983275709800","","","","SA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267530x972961509493058400"
"","1/15 Davey Dr, Ringwood East VIC 3135","","Maroondah Hospital [East Ringwood]","Public","","1693732693862x125016589748370600","1676964822585x839576983275709800","","","","VIC","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267532x418419587434052600"
"","Raymond Terrace, South Brisbane QLD 4101","","Mater Adult Hospital","Public","","1693732694024x939714843745361500","1676964822585x839576983275709800","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267532x475428304970204600"
"","Smart Rd, Modbury SA 5092","","Modbury Hospital","Public","","1693732694174x970582855767929000","1676964822585x839576983275709800","","","","SA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267532x478273321336409860"
"","Coronation St, Mona Vale NSW 2103","","Mona Vale","Public","","1693732694322x700168576021907600","1676964822585x839576983275709800","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267532x507413209474872260"
"","150 Darley Rd, Manly NSW 2095","","Manly","Public","","1693732694470x186375825171079870","1676964822585x839576983275709800","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267532x734619291673339800"
"","216 Daws Rd, Daw Park SA 5041","","Repatriation General Hospital","Public","","1693732693101x430360352264911300","1676964822585x839576983275709800","","","","SA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267533x134461512333893920"
"","Anzac Ave, Redcliffe QLD 4020","","Redcliffe Hospital","Public","","1693732693253x476238709553895360","1676964822585x839576983275709800","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267533x250460108174863420"
"","823-865 Centre Rd, Bentleigh East VIC 3165","","Monash Medical Centre [Moorabbin]","Public","","1693732693409x744560616761072800","1676964822585x839576983275709800","","","","VIC","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267533x379330945460218300"
"","185 Cooper St, Epping VIC 3076","","Northern Hospital [Epping]","Public","","1693732693564x490897348586401000","1676964822585x839576983275709800","","","","VIC","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267533x389184774539766300"
"","Troughton Rd, Coopers Plains QLD 4108","","Queen Elizabeth II Jubilee Hospital","Public","","1693732693714x594860833720845000","1676964822585x839576983275709800","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267533x536985939276976700"
"","Elanora Dr, Cooloongup WA 6168","","Rockingham General Hospital","Public","","1693732692949x791182637865086600","1676964822585x839576983275709800","","","","WA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267534x547685314578861800"
"","160 Gordon St, Footscray VIC 3011","","Western Hospital [Footscray]","Public","","1693732692155x286416489026299000","1676964822585x839576983275709800","","","","VIC","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267535x232514610826295440"
"","Kareena Rd, Caringbah NSW 2229","","Sutherland","Public","","1693732692310x920990229221270100","1676964822585x839576983275709800","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267535x324945896482614660"
"","Pacific Hwy, Hamlyn Terrace NSW 2259","","Wyong","Public","","1693732692502x145996843320684200","1676964822585x839576983275709800","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267535x351651393275450800"
"","28 Woodville Rd, Woodville South SA 5011","","The Queen Elizabeth Hospital","Public","","1693732692661x532913762222125400","1676964822585x839576983275709800","","","","SA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267535x557265796557051140"
"32432","Powell St & Florence Street, Tweed Heads NSW 2485","","The Tweed Hospital","Public","(07) 5506 7000","1693732692805x350293834093829060","1676964822585x839576983275709800","","louisjsisk+goldcoast1@gmail.com","","NSW","","Feb 21, 2023 6:41 pm","Sep 8, 2023 12:14 am","","(App admin)","1676965267535x934274101010766800"
"","100 Barnard St, Bendigo VIC 3550","","Bendigo Hospital","Public","","1693732691517x704166496640685300","1676964822585x839576983275709800","","","","VIC","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267536x223665954706613320"
"","361 Howick St, West Bathurst NSW 2795","","Bathurst","Public","","1693732691668x401569292507133400","1676964822585x839576983275709800","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267536x391331005149882200"
"","201 Borella Rd, Albury NSW 2640","","Albury Wodonga Health - Albury Camps","Public","","1693732691813x624680069998452500","1676964822585x839576983275709800","1694528836315x627771496966389800","","","VIC","","Feb 21, 2023 6:41 pm","Sep 13, 2023 12:27 am","","(App admin)","1676965267536x973430115155715000"
"","1 Drummond St N, Ballarat Central VIC 3350","","Ballarat Health Services [Base Campus]","Public","","1693732691983x394658530063808800","1676964822585x839576983275709800","","","","VIC","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267536x982898395814226000"
"","271 Bourbong St, Bundaberg Central QLD 4670","","Bundaberg Hospital","Public","","1693732691061x534514902105235800","1676964822585x839576983275709800","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267537x146070712671410700"
"","155 Guthridge Parade, Sale VIC 3850","","Central Gippsland Health Service [Sale]","Public","","1693732691206x977452637464223200","1676964822585x839576983275709800","","","","VIC","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267537x785044758994797300"
"","345 Pacific Hwy, Coffs Harbour NSW 2450","","Coffs Harbour","Public","","1693732691359x298854844901212500","1676964822585x839576983275709800","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267537x986986971385763100"
"","10 Village Ave, Traralgon VIC 3844","","Latrobe Regional Hospital [Traralgon]","Public","","1693732690178x741012071672014700","1676964822585x839576983275709800","","","","VIC","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267538x162396822140172380"
"","60 Uralba St, Lismore NSW 2480","","Lismore","Public","","1693732690322x752749521544678000","1676964822585x839576983275709800","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267538x247458859686728900"
"","Myall St, Dubbo NSW 2830","","Dubbo","Public","","1693732690468x120060137286679860","1676964822585x839576983275709800","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267538x504357267953378300"
"","Cnr Nissen Street &, 141-169 Urraween Rd, Pialba QLD 4655","","Hervey Bay Hospital","Public","","1693732690617x269652063625259300","1676964822585x839576983275709800","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267538x633454904206182500"
"","274-280 Charles St, Launceston TAS 7250","","Launceston General Hospital","Public","","1693732690765x892144682275353300","1676964822585x839576983275709800","","","","TAS","cus_O0GDlpLSlXe7CF","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267538x651340028748925000"
"","2/2-48 Graham St, Shepparton VIC 3630","","Goulburn Valley Health [Shepparton]","Public","","1693732690916x241387161257901500","1676964822585x839576983275709800","","","","VIC","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267538x764412014756294300"
"","475 Bridge Rd, Mackay QLD 4740","","Mackay Base Hospital","Public","","1693732690023x312615348806576400","1676964822585x839576983275709800","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267539x102583925683779060"
"","26 York St, Taree NSW 2430","","Manning","Public","","1693732689573x285786767584757860","1676964822585x839576983275709800","","","","NSW","","Feb 21, 2023 6:41 pm","Oct 18, 2023 1:06 pm","","(App admin)","1676965267656x125194154979779040"
"","35/47 Green St, Wangaratta VIC 3677","","Northeast Health Wangaratta","Public","","1693732689725x462636576716594100","1676964822585x839576983275709800","","","","VIC","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267656x231562750996548320"
"","Hospital Road, Nambour QLD 4560","","Nambour Hospital","Public","","1693732689873x649109186048098200","1676964822585x839576983275709800","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267656x242359419565298500"
"","1530 Forest Rd, Orange NSW 2800","","Orange Health Service","Public","","1693732688578x263882718173145800","1676964822585x839576983275709800","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267657x218942909152821000"
"","2 Canning St, Rockhampton QLD 4700","","Rockhampton Base Hospital","Public","","1693732688725x584766576447888240","1676964822585x839576983275709800","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267657x505287141148604900"
"","Wrights Rd, Port Macquarie NSW 2444","","Port Macquarie","Public","","1693732688864x561722829622211900","1676964822585x839576983275709800","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267657x655082064201244000"
"","Scenic Dr, Nowra NSW 2541","","Shoalhaven Memorial","Public","","1693732689045x105696237102384400","1676964822585x839576983275709800","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267657x659034850037313500"
"123123","Burwood NSW 2134, Australia","","Tamworth","Public","","1693732689194x640954513030870700","1676964822585x839576983275709800","1697591539090x305720881654530050","louisjsisk+tamworth@gmail.com","","NSW","","Feb 21, 2023 6:41 pm","Mar 21, 2024 11:15 am","","(App admin)","1676965267657x882944911437841400"
"","25 Ryot St, Warrnambool VIC 3280","","South West Healthcare [Warrnambool]","Public","","1693732689420x327631816940303400","1676964822585x839576983275709800","","","","VIC","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267657x960384764480107100"
"","Private Mail Bag 2, Pechey St, Toowoomba City QLD 4350","","Toowoomba Hospital","Public","","1693732688429x485946188379881000","1676964822585x839576983275709800","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267658x200295703758373020"
"","Docker St, Wagga Wagga NSW 2650","","Wagga Wagga","Public","","1693732688285x724515218591125200","1676964822585x839576983275709800","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267659x724950434297534600"
"","30 Camooweal St, Mount Isa QLD 4825","","Mount Isa Hospital","Public","","1693732687693x693138275662360300","1676964822585x278007903903493500","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267665x104802345887681440"
"239483290","176 Thomas St, Broken Hill NSW 2880","","Broken Hill","Public","","1693732687840x178006388049250180","1676964822585x278007903903493500","","","","NSW","cus_O9Y2KDygXA6eZD","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267665x286900923969934940"
"","4 Virginia Drive, Bega NSW 2550","","Bega","Public","","1693732687989x736573865813940700","1676964822585x278007903903493500","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267665x349871062419732740"
"123123123232","30 Warden Ave, Spencer Park WA 6330","","Albany Hospital","Public","1361278368","1693732688133x882131609517092100","1676964822585x278007903903493500","","louisjsisk+hosp1@gmail.com","","WA","","Feb 21, 2023 6:41 pm","Sep 22, 2023 7:38 pm","","(App admin)","1676965267665x446062740282437500"
"","71 Hospital Rd, Port Augusta SA 5700","","Port Augusta Hospital & Regional Health Services","Public","","1693732686963x716874140988175400","1676964822585x278007903903493500","","","","SA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267666x759059779036806300"
"","15 Piccadilly St, Kalgoorlie WA 6430","","Kalgoorlie Hospital","Public","","1693732687109x649738222930497500","1676964822585x278007903903493500","","","","WA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267666x861763643314869600"
"","39 Albert St, Upper Ferntree Gully VIC 3156","","Angliss Hospital","Public","","1693732687258x966176120777004800","1676964822585x278007903903493500","","","","VIC","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267666x925401832832080500"
"","51-85 Shenton St, Geraldton WA 6530","","Geraldton Hospital","Public","","1693732687405x414030965084883000","1676964822585x278007903903493500","","","","WA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267666x943773732273932400"
"","20 Wood Terrace, Whyalla SA 5600","","Whyalla Hospital & Health Services","Public","","1693732687549x506831879944376260","1676964822585x278007903903493500","","","","SA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267666x991362369054960000"
"","263 Hargrave Rd, Auburn NSW 2144","","Auburn","Public","","1693732686623x546007199849361660","1676964822585x278007903903493500","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267668x623630343803521200"
"","","","Belmont","Public","","1693732686809x202393886774534940","1676964822585x278007903903493500","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267668x635569507291957900"
"","87/129 McKean St, Caboolture QLD 4510","","Caboolture Hospital","Public","","1693732686339x989966107116198000","1676964822585x278007903903493500","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267669x763121604121602700"
"","2 West Terrace, Caloundra QLD 4551","","Caloundra Hospital","Public","","1693732686505x700357023611262000","1676964822585x278007903903493500","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267669x889466363774234000"
"","575 Canterbury Rd, Campsie NSW 2194","","Canterbury","Public","","1693732685625x110949329940332350","1676964822585x278007903903493500","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267670x294182255313379500"
"","2 Day St, Windsor NSW 2756","","Hawkesbury","Public","","1693732685769x897357466484781800","1676964822585x278007903903493500","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267670x786564626187141800"
"","","","Casey Hospital","Public","","1693732685930x895745594867211300","1676964822585x278007903903493500","","","","VIC","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267670x801095910657765200"
"","","","Fairfield","Public","","1693732686085x956194816681591700","1676964822585x278007903903493500","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267670x858508868893123100"
"","300-310 Princes Hwy, Werribee VIC 3030","","Mercy Public Hospital [Werribee]","Public","","1693732685328x331954344108234900","1676964822585x278007903903493500","","","","VIC","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267671x307288900382656200"
"","51 Metford Rd, Metford NSW 2323","","Maitland","Public","","1693732685478x598194572769003600","1676964822585x278007903903493500","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267671x321792872532247600"
"","75 Railway St, Mount Druitt NSW 2770","","Mount Druitt","Public","","1693732685173x981441339210979300","1676964822585x278007903903493500","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267672x225527397263306500"
"","21 Weippin St, Cleveland QLD 4163","","Redland Hospital","Public","","1693732684585x601985199101012100","1676964822585x278007903903493500","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267673x363655024494887500"
"","Denistone Rd, Eastwood NSW 2122","","Ryde","Public","","1693732684733x582845087091360600","1676964822585x278007903903493500","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267673x494203473150036000"
"","30 Alexander Kelly Dr, Noarlunga Centre SA 5168","","Noarlunga Public Hospital","Public","","1693732684881x511447045947420740","1676964822585x278007903903493500","","","","SA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267673x868209141191931200"
"","1527 Point Nepean Rd, Capel Sound VIC 3940","","Rosebud Hospital","Public","","1693732685025x174588275597776800","1676964822585x278007903903493500","","","","VIC","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267673x889221867003362400"
"","8 Macquarie St, Sydney NSW 2000","","Sydney/ Sydney Eye","Public","","1693732683837x628855930535336400","1676964822585x278007903903493500","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267674x303850363642796740"
"","176 Furlong Rd, St Albans VIC 3021","","Sunshine Hospital","Public","","1693732683990x157052136882640520","1676964822585x278007903903493500","","","","VIC","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267674x698948021076903900"
"","","","Sandringham & District Memorial Hospital","Public","","1693732684134x590802301057624600","1676964822585x278007903903493500","","","","VIC","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267674x780863962894753800"
"","1/2 Eveline Rd, Middle Swan WA 6056","","Swan District Hospital","Public","","1693732684281x850117387301914100","1676964822585x278007903903493500","","","","WA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267674x794699797430292200"
"","15-17 Madigan Blvd, Mount Warrigal NSW 2528","","Shellharbour","Public","","1693732684433x424202205447281800","1676964822585x278007903903493500","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267674x807027276597461800"
"","Stewart St, Williamstown VIC 3016","","Williamstown Hospital","Public","","1693732683538x331808513446369960","1676964822585x278007903903493500","","","","VIC","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267797x547770507298027900"
"","53-81 Vermont St, Wodonga VIC 3690","","Albury Wodonga Health - Wodonga Camps","Public","","1693732683685x659874488528692900","1676964822585x278007903903493500","","","","VIC","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267797x935849834417618700"
"","140 Spencer St, South Bunbury WA 6230","","Bunbury Hospital","Public","","1693732682593x606862701800770200","1676964822585x278007903903493500","","","","WA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267798x281356716015354500"
"","130 Goldsmith St, Goulburn NSW 2580","","Goulburn","Public","","1693732682742x873215339057651000","1676964822585x278007903903493500","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267798x465644217197230600"
"","97/103 Bowral St, Bowral NSW 2576","","Bowral","Public","","1693732682887x224423130011745860","1676964822585x278007903903493500","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267798x577421973199269800"
"","184 Arthur St, Grafton NSW 2460","","Grafton","Public","","1693732683045x176931311617438700","1676964822585x278007903903493500","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267798x836612023466531700"
"4234324324","226 Rusden St, Armidale NSW 2350","","Armidale","Public","027823782","1693732683240x862552509591897700","1676964822585x278007903903493500","","louisjsisk+b7324@gmail.com","","NSW","123213213","Feb 21, 2023 6:41 pm","Oct 12, 2023 6:31 pm","","(App admin)","1676965267798x910931488337475700"
"","1 Park St, West Gladstone QLD 4680","","Gladstone Hospital","Public","","1693732683392x693958656838863600","1676964822585x278007903903493500","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267798x941487689884815500"
"","12 Henry St, Gympie QLD 4570","","Gympie Hospital","Public","","1693732682301x341714100525469100","1676964822585x278007903903493500","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267799x178339189267167300"
"","119 River St, Kempsey NSW 2440","","Macleay Valley, Kempsey","Public","","1693732682449x852185777599314700","1676964822585x278007903903493500","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267799x448267285381571260"
"","","","Mersey","Public","","1693732681994x816034671518233300","1676964822585x278007903903493500","","","","TAS","cus_O00DNueroueQig","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267800x167639722689294500"
"","185 Walker St, Maryborough QLD 4650","","Maryborough Hospital","Public","","1693732682142x728581648338552700","1676964822585x278007903903493500","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267800x342641109871048000"
"","110 Lakes Rd, Mandurah WA 6210","","Peel Health Campus","Public","","1693732681549x191747208953567700","1676964822585x278007903903493500","","","","WA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267801x792642246463371500"
"","41 Landsborough St, Warragul VIC 3820","","West Gippsland Healthcare Group [Warragul]","Public","","1693732681693x558706313635279700","1676964822585x278007903903493500","","","","VIC","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267801x817633720065329400"
"","276/300 Wehl St N, Mount Gambier SA 5290","","Mount Gambier & Districts Health Service","Public","234324234","1693732681843x817422083280078100","1676964822585x278007903903493500","","","","SA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267801x845186894592116100"
"","","","Derby Hospital","Public","","1693732681253x386225960735611300","1676964822585x347048757378232160","","","","WA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267808x344927093466014240"
"","3 Eyre Hwy, Ceduna SA 5690","","Ceduna District Health Service","Public","","1693732681401x455813029194700500","1676964822585x347048757378232160","","","","SA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267808x925581707996217000"
"","Matthew Flinders Way, Nhulunbuy NT 0880","","Gove Hospital","Public","","1693732680801x502245489677009660","1676964822585x347048757378232160","","","","NT","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267809x251299577043417000"
"","45 Schmidt St, Tennant Creek NT 0860","","Tennant Creek Hospital ","Public","","1693732680953x171313804784804200","1676964822585x347048757378232160","","","","NT","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267809x523731212204028540"
"","Jabiru St, Longreach QLD 4730","","Longreach Hospital","Public","","1693732681105x558508322263227650","1676964822585x347048757378232160","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267809x639950450867419200"
"","163 Douglas St, Thursday Island QLD 4875","","Thursday Island Hospital","Public","","1693732680650x187766824237115100","1676964822585x347048757378232160","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267813x405458774750522050"
"","407 John Evans Dr, Trunding QLD 4874","","Weipa Hospital","Public","","1693732680242x430820939429143100","1676964822585x347048757378232160","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267814x171306590001255360"
"","20 Cleaver St, Carnarvon WA 6701","","Carnarvon Hospital","Public","","1693732680348x916909243391235800","1676964822585x347048757378232160","","","","WA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267814x538423727694084400"
"","Robinson St, Broome WA 6725","","Broome Hospital","Public","","1693732680497x319680406498490600","1676964822585x347048757378232160","","","","WA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:18 pm","","(App admin)","1676965267814x754232860063115600"
"","Hicks St, Esperance WA 6450","","Esperance Hospital","Public","","1693732679711x947069048371066900","1676964822585x347048757378232160","","","","WA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:17 pm","","(App admin)","1676965267815x375833409109918900"
"","72 King St, Charleville QLD 4470","","Charleville Hospital","Public","","1693732679865x886616585043376500","1676964822585x347048757378232160","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:17 pm","","(App admin)","1676965267815x802964749419473200"
"","2/34 Colebatch Way, South Hedland WA 6722","","Hedland Health Campus","Public","","1693732679113x691603337819289000","1676964822585x347048757378232160","","","","WA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:17 pm","","(App admin)","1676965267816x599756026728399500"
"","3-7 Esplanade, Kingscote SA 5223","","Kangaroo Island Health Service","Public","","1693732679263x237096114421978980","1676964822585x347048757378232160","","","","SA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:17 pm","","(App admin)","1676965267816x689539943463034000"
"","Giles St, Katherine NT 0850","","Katherine Hospital","Public","","1693732679417x880253005887099900","1676964822585x347048757378232160","","","","NT","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:17 pm","","(App admin)","1676965267816x874475117222812900"
"","96 Coolibah Dr, Kununurra WA 6743","","Kununurra Hospital","Public","","1693732679565x343272356713698800","1676964822585x347048757378232160","","","","WA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:17 pm","","(App admin)","1676965267816x988315292798047200"
"","62 Balmoral Rd, Karratha WA 6714","","Nickol Bay Hospital","Public","","1693732678818x929330728895225700","1676964822585x347048757378232160","","","","WA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:17 pm","","(App admin)","1676965267819x327830269966551600"
"","Oxford Terrace, Port Lincoln SA 5606","","Port Lincoln Health Service","Public","","1693732678965x406984128998625600","1676964822585x347048757378232160","","","","SA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:17 pm","","(App admin)","1676965267819x358472281557007360"
"","32/36 Cobden St, Bright VIC 3741","","Alpine Health [Bright]","Public","","1693732678077x799564844443562600","1676964822585x347048757378232160","","","","VIC","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:17 pm","","(App admin)","1676965267820x129176079179873730"
"","Cnr Jack and, Louise St, Atherton QLD 4883","","Atherton Hospital","Public","","1693732678229x518264906936732200","1676964822585x347048757378232160","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:17 pm","","(App admin)","1676965267820x161562569135000000"
"","","","Ayr Hospital","Public","","1693732678378x183426251072381860","1676964822585x347048757378232160","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:17 pm","","(App admin)","1676965267820x209086804554706080"
"","","","St George Hospital","Public","","1693732678521x417703354750963900","1676964822585x347048757378232160","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:17 pm","","(App admin)","1676965267820x276671718989953700"
